Weight    Value     
    54    19        
    62    90        
    74    33        
    61    29        
    81    36        
    91    85        
    32    79        
    34    96        
    82    33        
    33    37        
    80    58        
    36    89        
    36    72        
    36    76        
    90    71        
    36    14        
    77    11        
    83    45        
    70    84        
    17    45        
    72    3         
    29    72        
    53    8         
    30    63        
    93    48        
    22    49        
    80    50        
    29    48        
    74    51        
    33    26        
    66    87        
    39    44        
    31    48        
    15    51        
    62    43        
    28    13        
   100    55        
    72    85        
    39    97        
    61    24        
    27    76        
    78    77        
    66    1         
    50    56        
    43    39        
    52    13        
    21    51        
    26    30        
    25    18        
    27    43        
    66    83        
    40    44        
    26    50        
    33    65        
    14    22        
    49    11        
    94    25        
    73    10        
    43    20        
    84    31        
    28    81        
    84    6         
    44    61        
    64    61        
    62    99        
    56    79        
    21    81        
    16    96        
    15    64        
    72    89        
    27    91        
    84    91        
    60    16        
    67    81        
    71    93        
    94    81        
    75    83        
    26    68        
    57    6         
    99    42        
    36    30        
    48    76        
    41    73        
    57    64        
    93    26        
    99    56        
     8    46        
    12    15        
    96    58        
    71    13        
    89    27        
    48    52        
    41    95        
    68    74        
    98    59        
    84    72        
    41    45        
    82    37        
   100    73        
     2    37        
    13    40        
    29    30        
    65    67        
    78    51        
    28    32        
    61    67        
    66    36        
    59    18        
    54    36        
    58    23        
    69    16        
    79    18        
    30    3         
    58    14        
     9    67        
    87    33        
    69    90        
    61    78        
    45    70        
    66    50        
    29    27        
     9    15        
    84    10        
    41    52        
    11    76        
    62    42        
    66    24        
    13    19        
    89    82        
    17    60        
    67    22        
    15    5         
    35    97        
    52    6         
    35    97        
    99    44        
    42    10        
    40    48        
   100    86        
    82    10        
    67    55        
    80    74        
    68    91        
    94    96        
    19    78        
    15    73        
    12    57        
    56    27        
    26    53        
    93    50        
    27    87        
    19    76        
    46    24        
    28    8         
    23    39        
    58    5         
    58    7         
    29    55        
    67    77        
    52    54        
    42    80        
    43    33        
    68    73        
    45    31        
    65    24        
    20    92        
    65    49        
    88    64        
    54    27        
    97    81        
    92    97        
    66    72        
    84    36        
    65    21        
    86    47        
    10    40        
    44    10        
    83    96        
    49    89        
    82    57        
    57    23        
    94    4         
    54    77        
    59    79        
    62    83        
    96    74        
    39    15        
    84    68        
    62    58        
   100    54        
    71    10        
    17    71        
    33    11        
    26    30        
    40    18        
   100    63        
    32    42        
    96    99        
    47    67        
    69    11        
    27    65        
    52    45        
    56    86        
    90    99        
    95    93        
    56    6         
    26    14        
    26    10        
    20    20        
   100    82        
    20    49        
    55    71        
    57    23        
    85    100       
    36    14        
    18    34        
    38    24        
    54    86        
     9    23        
    80    6         
    52    4         
    39    95        
    54    34        
    72    55        
     1    24        
    37    94        
    40    74        
    95    60        
    66    69        
    91    70        
    14    45        
    45    8         
    16    73        
    67    61        
    23    99        
    88    65        
    81    35        
    71    17        
    42    65        
    83    1         
    67    70        
    99    79        
     8    64        
    97    17        
    22    57        
    86    51        
    94    47        
    46    53        
    57    49        
    52    14        
    63    41        
    13    77        
    58    22        
    72    100       
    16    57        
     2    87        
    87    14        
    67    26        
    31    42        
    19    22        
    96    79        
    86    58        
    83    7         
    54    14        
     5    65        
    35    9         
    24    43        
    47    48        
    90    16        
    36    43        
    85    2         
     9    64        
    53    100       
    70    42        
    52    71        
    91    74        
    94    89        
    52    10        
    47    91        
    11    59        
    90    75        
    13    77        
    39    43        
    51    16        
    65    90        
    11    92        
    93    55        
    85    18        
    11    57        
     1    76        
    97    97        
    20    27        
    34    93        
    94    20        
    45    8         
    41    63        
    36    22        
    69    38        
    88    60        
    35    68        
    41    41        
    12    96        
    22    87        
    37    84        
    10    5         
    66    34        
     1    54        
    56    13        
    14    30        
     4    26        
    97    32        
    76    71        
    99    83        
    37    42        
    13    84        
     2    12        
    20    56        
     3    92        
    83    21        
    42    19        
    58    6         
     3    50        
    17    73        
    86    29        
    85    41        
    59    73        
    18    22        
    73    97        
    95    92        
    81    16        
    75    83        
     9    29        
     1    30        
    93    15        
    46    97        
    72    57        
    75    22        
     6    81        
     5    5         
    73    52        
    46    99        
    96    91        
    78    85        
    30    32        
    21    39        
    57    98        
    24    55        
    79    19        
    25    75        
    68    26        
    25    91        
    89    69        
    51    31        
    34    56        
    28    33        
    41    97        
    49    56        
    71    64        
    82    65        
    26    59        
    49    17        
    63    48        
    36    62        
     1    56        
     3    62        
    50    52        
    51    74        
    15    7         
    53    60        
    99    71        
     5    41        
    49    12        
     2    86        
    19    86        
     9    77        
     8    80        
    16    72        
    55    76        
    77    83        
    87    11        
    80    6         
    33    50        
     6    39        
    82    53        
    81    2         
    10    7         
     7    4         
    71    46        
    64    55        
    33    50        
    54    48        
    21    84        
    72    39        
    75    99        
    65    88        
    97    91        
    40    25        
    50    78        
    38    36        
    73    52        
    95    19        
    97    32        
    16    79        
    25    36        
    20    17        
    63    2         
    10    29        
    19    32        
    25    86        
    76    77        
    15    15        
    74    100       
    82    52        
    12    78        
    58    76        
    72    100       
    40    79        
    39    60        
    44    69        
    30    12        
    96    44        
     8    12        
    59    93        
    84    75        
    88    74        
    72    65        
    36    31        
    16    16        
    62    25        
    73    15        
    34    9         
    49    8         
    20    51        
    69    9         
    19    81        
    91    24        
    78    92        
    49    90        
    89    84        
    89    1         
    71    97        
    34    14        
    83    40        
    12    80        
    97    22        
    44    13        
    31    59        
    36    30        
    96    18        
    36    92        
    41    92        
    57    71        
    33    44        
    40    66        
    81    6         
    66    10        
    70    71        
    49    57        
    83    13        
    18    50        
    18    81        
    65    80        
    46    54        
    78    91        
    57    100       
    52    98        
    38    41        
    35    18        
    71    15        
    70    38        
    49    28        
    32    82        
    43    97        
    31    42        
     4    95        
    14    13        
     2    6         
    97    63        
    53    14        
    28    72        
    89    5         
    32    2         
     8    67        
    45    89        
    62    85        
     9    16        
    29    82        
    72    13        
    56    11        
    27    57        
    86    88        
    92    74        
    35    60        
    38    36        
    51    92        
    66    44        
    40    43        
    78    38        
    53    71        
    89    85        
    71    12        
    95    86        
    72    50        
    69    21        
    43    39        
    61    100       
    46    30        
    30    81        
    46    2         
    63    45        
    78    72        
    41    63        
    38    54        
    17    97        
    92    55        
    51    9         
    78    21        
    62    37        
    97    46        
    99    88        
    25    3         
    22    66        
    87    13        
    90    1         
     4    69        
     5    50        
    27    36        
    27    25        
    72    67        
    60    99        
    81    12        
    96    59        
    33    58        
     5    16        
    19    46        
    21    28        
    47    47        
    55    26        
    11    16        
    28    84        
    51    54        
    30    82        
     8    30        
    69    61        
    73    58        
    93    95        
     5    52        
    22    75        
    14    61        
    94    53        
    66    50        
    61    71        
    69    1         
    76    1         
    87    12        
    24    50        
    66    69        
    82    3         
    36    68        
    82    88        
    76    42        
    29    32        
    16    98        
    88    9         
    12    98        
    42    40        
    17    10        
    88    95        
    91    39        
    47    53        
    77    1         
    44    11        
    59    82        
     9    7         
    30    81        
    84    58        
    39    29        
    64    10        
    78    70        
    96    23        
    63    87        
    82    18        
    27    6         
    46    67        
    98    45        
     4    47        
     8    7         
    27    17        
    84    35        
    57    36        
    25    12        
    82    37        
    48    12        
     8    23        
    19    62        
    43    91        
    88    3         
    42    76        
    44    25        
    65    91        
    90    12        
    32    27        
    54    86        
     7    56        
    24    90        
    73    74        
    36    87        
    55    47        
    72    31        
    93    22        
    11    53        
    99    68        
    54    6         
    21    42        
     2    73        
    41    51        
    70    75        
    54    9         
    94    60        
    26    69        
    58    59        
     7    35        
    61    73        
    99    35        
    76    6         
    28    9         
    96    59        
    69    5         
    19    49        
    35    33        
    91    51        
    74    53        
    42    54        
    57    32        
    82    32        
    24    26        
    49    27        
    79    33        
     8    89        
     8    20        
     6    28        
    28    35        
    29    13        
    59    23        
    65    18        
    54    54        
    56    62        
    55    22        
    52    94        
    85    64        
    67    11        
    10    29        
    19    75        
    25    56        
    97    46        
    86    32        
    33    31        
    86    24        
    93    97        
    80    28        
    83    76        
    63    12        
    70    29        
    21    30        
    15    74        
   100    77        
    97    86        
    12    79        
    24    31        
    83    7         
    47    4         
    38    45        
    52    35        
    74    74        
    83    96        
    60    12        
    22    40        
    55    72        
    56    83        
    10    58        
    72    43        
    14    4         
    73    35        
    83    18        
    35    78        
    48    67        
    51    63        
    64    44        
    33    82        
    70    86        
    70    80        
    50    11        
    28    47        
    27    20        
    72    17        
     2    99        
    71    74        
    50    52        
    26    24        
    97    22        
    98    30        
    96    3         
    15    100       
    79    68        
    47    92        
    53    60        
    85    20        
   100    33        
    70    4         
    54    25        
    80    86        
    43    45        
    51    35        
    18    3         
    75    23        
    93    81        
    41    31        
    27    93        
    87    94        
    14    70        
    47    55        
    75    84        
    43    1         
    98    62        
    48    38        
    16    87        
    38    70        
     9    4         
    37    12        
    22    64        
    84    6         
    35    3         
    71    27        
    83    10        
    23    36        
    55    16        
    21    85        
    17    32        
    92    89        
    75    10        
    44    31        
    24    2         
    67    13        
    39    64        
     7    33        
    43    70        
    28    34        
    93    95        
     1    95        
    73    94        
    73    15        
    87    42        
     4    42        
    62    89        
    74    29        
    15    12        
    74    90        
     1    22        
    77    29        
    79    17        
     8    82        
    43    23        
    14    23        
    90    75        
    15    49        
    56    86        
    64    42        
   100    86        
    73    36        
     8    41        
     1    73        
     8    43        
    13    28        
    87    50        
    92    29        
    74    36        
    12    27        
    31    90        
    88    22        
    36    69        
    51    72        
    37    23        
    69    30        
     3    56        
    34    65        
    84    83        
    99    42        
    34    52        
    16    97        
    83    2         
    74    12        
    39    13        
    81    53        
    50    81        
    54    5         
    94    65        
    76    52        
    11    81        
    30    27        
    72    84        
     1    88        
    12    50        
    65    80        
     5    49        
    23    78        
    48    30        
    92    10        
    81    45        
    74    80        
    74    84        
    69    38        
    35    78        
    39    45        
    87    71        
    16    16        
    95    37        
    18    91        
    40    2         
    55    93        
    71    2         
    58    49        
    55    41        
    19    37        
     6    96        
    14    72        
    81    92        
     7    26        
    35    72        
    60    37        
    93    66        
    93    46        
    54    74        
    10    89        
    79    78        
    26    37        
    43    91        
    30    8         
    69    43        
    99    84        
    71    96        
    46    20        
    63    4         
     6    67        
    95    29        
    87    44        
    48    53        
    14    14        
    92    82        
    15    70        
    11    95        
    28    54        
    38    68        
    96    59        
    87    88        
    78    87        
     3    63        
    19    88        
    18    3         
    10    26        
    37    44        
    53    80        
    67    31        
    38    80        
    77    61        
    11    3         
    59    59        
    67    21        
    26    72        
    64    8         
    80    85        
    66    81        
     8    23        
    75    47        
    42    62        
     1    12        
   100    89        
    14    51        
    75    51        
   100    34        
     8    62        
    90    11        
    19    43        
     5    49        
     4    60        
    14    42        
    46    60        
    81    93        
    97    10        
    38    47        
    58    21        
    67    22        
    84    17        
    82    70        
    86    4         
    30    68        
    49    43        
    98    65        
    52    7         
    73    27        
    87    13        
    65    94        
    55    68        
    86    92        
    68    98        
    41    53        
    71    98        
    48    84        
    23    85        
    73    48        
    43    1         
    73    34        
    54    41        
    22    41        
    64    23        
    25    65        
    92    22        
    12    30        
    82    71        
    14    84        
    23    88        
    20    18        
   100    86        
    79    2         
    81    89        
    54    29        
    29    46        
     7    59        
     7    62        
     6    49        
    33    77        
    96    6         
    37    68        
    35    9         
    11    69        
    34    19        
    73    27        
     6    60        
    14    3         
    72    63        
    16    100       
     5    13        
    71    64        
    86    10        
    17    81        
    73    78        
    75    100       
    47    78        
     1    56        
     6    71        
    13    60        
    20    43        
    16    66        
     3    15        
    82    69        
    90    68        
    55    25        
     6    48        
     3    19        
    80    20        
    30    37        
    20    43        
    52    57        
    83    76        
    90    28        
    14    8         
    49    13        
    50    90        
    91    59        
    98    50        
    39    16        
    23    37        
    62    22        
    35    61        
    72    12        
    42    88        
     4    88        
    80    53        
    63    62        
    99    84        
    54    30        
    81    30        
    28    74        
    83    87        
    64    74        
    67    21        
    25    94        
    54    52        
    11    79        
    83    49        
    53    81        
     5    71        
     1    48        
    45    19        
    52    62        
    12    24        
    91    59        
    24    23        
    58    57        
     9    44        
    43    82        
    56    27        
    37    34        
    40    82        
    30    65        
    21    93        
    60    76        
    27    91        
     2    79        
    19    43        
     1    70        
    69    69        
     6    32        
    13    81        
   100    91        
    78    12        
    51    38        
    83    80        
    90    15        
    34    75        
     7    87        
    71    84        
    94    45        
    85    69        
     6    64        
     5    87        
    97    64        
    83    48        
    81    34        
    53    10        
    26    66        
    45    21        
    93    98        
    49    32        
    71    14        
    84    96        
    44    3         
    16    59        
    38    81        
    70    16        
     5    85        
    18    76        
    57    64        
     3    93        
    50    21        
    25    49        
     5    7         
    63    63        
    46    17        
    58    32        
    71    44        
    44    83        
    91    4         
    12    92        
    74    31        
    23    58        
    89    7         
    20    25        
    28    84        
    13    5         
    28    36        
    38    62        
    23    45        
    24    30        
    79    16        
    20    22        
    57    15        
    59    65        
    50    84        
    74    97        
    84    36        
    33    3         
    35    42        
    33    29        
    90    23        
    89    68        
    75    33        
    40    3         
    78    97        
    44    77        
    95    91        
    54    10        
    65    94        
    37    51        
    75    4         
    71    74        
    93    34        
     5    66        
    16    18        
    40    89        
    18    14        
    73    82        
    50    5         
    29    98        
    34    42        
    98    49        
    66    38        
    54    32        
    51    75        
    52    34        
    93    69        
    17    75        
    39    61        
    33    90        
     1    29        
    66    97        
    59    86        
    92    97        
     8    85        
    93    47        
    49    96        
    56    6         
    64    70        
    35    77        
    27    90        
    59    62        
    30    78        
    89    2         
    85    30        
    30    73        
    78    36        
    76    36        
    27    96        
    95    45        
    74    16        
    49    18        
     7    75        
    19    43        
    73    13        
    14    88        
    69    6         
    57    61        
    67    29        
    68    93        
    60    14        
    88    39        
    62    65        
     5    38        
    54    51        
    61    93        
    29    18        
    89    63        
    67    12        
    51    15        
    87    21        
    93    30        
     7    79        
    16    11        
    23    97        
    48    81        
    74    19        
    23    27        
    28    76        
    35    9         
    16    89        
    84    90        
    87    29        
    49    22        
    86    63        
    71    82        
    86    20        
    84    13        
   100    11        
    12    2         
    99    9         
    58    93        
    28    20        
    91    100       
    85    89        
    57    28        
    42    52        
    58    42        
    34    73        
    73    68        
    36    6         
    27    83        
    83    63        
    35    16        
    16    1         
    40    57        
    87    47        
    58    80        
    44    26        
    53    56        
    16    44        
     4    84        
     7    8         
    57    100       
    96    50        
    53    98        
    37    44        
    79    12        
    98    97        
    76    20        
    36    96        
    93    10        
    64    71        
    26    32        
    90    3         
    50    2         
    44    45        
    66    11        
    68    68        
    91    73        
    65    14        
    23    8         
   100    3         
    94    72        
    31    49        
     4    25        
   100    4         
    42    90        
    89    99        
    24    10        
    94    7         
    76    48        
    43    20        
    55    88        
     1    37        
    44    41        
    18    37        
    64    61        
    84    74        
    92    65        
    58    48        
    48    34        
    37    11        
    50    58        
    56    97        
    70    81        
    45    54        
    42    51        
    51    87        
    33    89        
    33    72        
    42    18        
    17    93        
    92    6         
    24    42        
    51    32        
    54    25        
    19    84        
    78    35        
    22    32        
    68    52        
    35    35        
    16    85        
    79    67        
    82    96        
    55    25        
    13    88        
    28    28        
    80    19        
    69    26        
    44    68        
    81    89        
    12    35        
    96    14        
    20    31        
     6    71        
    35    64        
    51    98        
    44    5         
    62    75        
    41    33        
    39    84        
    39    96        
    36    9         
     8    70        
    14    18        
    32    78        
    21    6         
    36    68        
    17    77        
    54    37        
    75    94        
    95    49        
    40    79        
    93    61        
    39    19        
     2    58        
    69    92        
    95    16        
    56    52        
    11    47        
    12    81        
    51    81        
     1    61        
    10    51        
    38    87        
     5    67        
    59    61        
    19    47        
    85    6         
    66    72        
    71    17        
    42    48        
    70    6         
    32    6         
    73    31        
    89    24        
    37    41        
    28    47        
    62    43        
    88    32        
    10    44        
    41    89        
    55    53        
     9    50        
    65    100       
    73    74        
    19    45        
    15    29        
     1    96        
    62    99        
    45    70        
    93    33        
    50    89        
    95    84        
    46    30        
    63    82        
    16    23        
    66    94        
    61    74        
     4    45        
    28    8         
    94    23        
     8    84        
    98    51        
    30    83        
    44    38        
    47    73        
    16    19        
    38    8         
    38    75        
    71    58        
    92    49        
    88    9         
     1    38        
    77    34        
    87    63        
    94    91        
    24    82        
    97    55        
    58    59        
    59    29        
    98    85        
    37    54        
    37    36        
    80    95        
    69    44        
    82    21        
    23    59        
    49    44        
    41    3         
    35    97        
    29    55        
    88    83        
    37    35        
    21    86        
    32    86        
    27    4         
    69    82        
    34    71        
    34    55        
     9    85        
    33    25        
    36    7         
    84    35        
    84    89        
     3    36        
    76    27        
    62    7         
    16    67        
    24    20        
    54    68        
    18    26        
    76    65        
     2    46        
    44    37        
    68    14        
     8    33        
     2    16        
    60    66        
    46    27        
    24    33        
    79    77        
    48    50        
    50    56        
    37    7         
    74    8         
    90    67        
    15    85        
    25    24        
    29    12        
    19    60        
    66    12        
    98    30        
    20    8         
    32    5         
    65    82        
    84    29        
    46    95        
    70    92        
    98    48        
    73    81        
    80    25        
   100    71        
    80    13        
    69    21        
    69    65        
    36    27        
    91    51        
    91    78        
    37    39        
    24    37        
     7    98        
    66    31        
    44    26        
    70    39        
    49    92        
    55    32        
    66    50        
    18    29        
     2    70        
    23    87        
    23    95        
    30    18        
    27    67        
    22    74        
    64    22        
    33    85        
    75    71        
    52    48        
    88    11        
    59    1         
    22    40        
    75    15        
    17    55        
    20    7         
    91    80        
    12    68        
    99    42        
    31    51        
    59    60        
    38    53        
    86    42        
     3    80        
    63    69        
    12    53        
    24    10        
    33    77        
    43    80        
    14    100       
    36    58        
    52    16        
    78    21        
    93    94        
    82    77        
    38    6         
    39    73        
    61    18        
     8    6         
    36    70        
    78    51        
     1    18        
    19    2         
    21    50        
    73    56        
    10    10        
    12    31        
    77    77        
    36    5         
    14    5         
    19    89        
    19    36        
    24    35        
    67    43        
    22    69        
    41    38        
    78    58        
    88    88        
    92    46        
    16    54        
    23    11        
    88    84        
    57    73        
    77    81        
    52    12        
    66    61        
    20    1         
    39    15        
    30    15        
    38    78        
    46    57        
    29    85        
    75    32        
    54    36        
    36    32        
    14    90        
    90    90        
     4    34        
    77    54        
    73    33        
    54    77        
    62    25        
    24    91        
    79    3         
    62    18        
    21    74        
    86    72        
    15    28        
    57    72        
    95    32        
    44    95        
    93    86        
     3    31        
    24    32        
    63    51        
    45    50        
    52    28        
    31    38        
    23    60        
    95    47        
    83    10        
    79    42        
    64    23        
    74    40        
    26    94        
    83    26        
    50    35        
    80    57        
     1    27        
    11    35        
    64    89        
    69    9         
    73    3         
    68    14        
    65    11        
    55    69        
    83    1         
    95    14        
    77    45        
    28    70        
    38    90        
    15    38        
    66    12        
    54    84        
    91    7         
    22    2         
    33    70        
    22    25        
    76    14        
    14    74        
    13    88        
    30    88        
    47    47        
    76    85        
    19    82        
    86    6         
    71    90        
    64    19        
    82    2         
    52    11        
    35    95        
    23    78        
    80    97        
    44    100       
    31    54        
    19    62        
    13    87        
     4    7         
    23    23        
    52    13        
    69    84        
    75    77        
    71    33        
    26    25        
    30    13        
    72    23        
    92    73        
    96    16        
   100    80        
     8    66        
    51    46        
    45    22        
    54    63        
    93    80        
     1    26        
    77    32        
    88    49        
    81    75        
    37    31        
    64    89        
    45    24        
    79    39        
    61    68        
    50    55        
    21    35        
     6    89        
    54    81        
    85    58        
     2    82        
    26    52        
    38    38        
    12    39        
    17    48        
    20    44        
    63    14        
     9    20        
    42    12        
    60    3         
    49    83        
    53    28        
    79    35        
    65    57        
    71    89        
    49    23        
    41    26        
    38    19        
    72    61        
    55    83        
    28    58        
    66    71        
     4    86        
    71    27        
    26    76        
    79    69        
    96    55        
    98    38        
     6    17        
    43    45        
    40    57        
    98    25        
    49    92        
    44    79        
    87    40        
     2    53        
    49    15        
    34    84        
    84    65        
    83    79        
    11    31        
    68    25        
    69    13        
    36    81        
    17    51        
     7    26        
    33    80        
    42    35        
    44    68        
    15    28        
     6    51        
    97    93        
    16    3         
     3    28        
     8    15        
    20    15        
    53    59        
    57    72        
    24    97        
    49    50        
    10    93        
    83    72        
    28    52        
    57    19        
    51    44        
    91    16        
    71    21        
    71    1         
    50    13        
    43    46        
    83    11        
    96    96        
    75    17        
    12    52        
    86    81        
    47    46        
    41    27        
    41    39        
    36    46        
    26    32        
     7    97        
    29    72        
    46    79        
    56    41        
    52    23        
     5    69        
   100    83        
    26    65        
    14    1         
    33    89        
    44    17        
    20    62        
     4    4         
    91    15        
    74    5         
     1    30        
    10    73        
   100    85        
    57    29        
     1    69        
     7    41        
    13    55        
    63    50        
    50    98        
    63    3         
    16    13        
    89    25        
    35    83        
    31    96        
    61    25        
    80    29        
    44    17        
    93    16        
    43    86        
    76    42        
     6    27        
     8    97        
    25    68        
    56    99        
    57    28        
    70    90        
    75    40        
    76    30        
    22    18        
    71    4         
    71    79        
    58    56        
    42    57        
    15    78        
    26    46        
    63    83        
    44    23        
    27    19        
    43    39        
    11    50        
    29    1         
     1    88        
     9    59        
    45    33        
    66    46        
    36    88        
    52    33        
    68    63        
    81    15        
    46    29        
    24    69        
    26    49        
    23    30        
    33    19        
     4    68        
    50    35        
    28    83        
    37    44        
    44    15        
    79    8         
    96    69        
    42    33        
    22    72        
     1    70        
    22    2         
    81    89        
    36    24        
    88    16        
    26    74        
    14    7         
    89    32        
    72    14        
    89    89        
    32    48        
    13    58        
    59    68        
    75    17        
    69    77        
     2    44        
    86    43        
    55    47        
     4    50        
     3    32        
    99    42        
    10    16        
    32    77        
    64    60        
    49    74        
    23    7         
    74    63        
    48    14        
    62    34        
    91    95        
    37    94        
    96    2         
    73    49        
   100    22        
    96    32        
    35    53        
    82    21        
     2    62        
    50    9         
    86    52        
    31    15        
    54    54        
    74    89        
    67    33        
    73    65        
    20    68        
    25    54        
    69    56        
    75    71        
    50    69        
    82    62        
    23    23        
    61    97        
    69    91        
    94    100       
    17    29        
    15    19        
    83    79        
    74    82        
    18    90        
    76    65        
    70    64        
    35    46        
     6    74        
    53    59        
    57    61        
    82    71        
    81    1         
    96    97        
    33    56        
    22    78        
    14    100       
    50    54        
    60    19        
    38    25        
    78    85        
    97    23        
    38    74        
    50    46        
     4    59        
    38    4         
    93    91        
    48    18        
    18    39        
    69    70        
    27    26        
    19    96        
    61    76        
    57    56        
    84    83        
    31    88        
    44    100       
    40    40        
    51    47        
    39    8         
    86    20        
    32    31        
    84    54        
    16    37        
    55    48        
    54    16        
     8    38        
    27    66        
    20    89        
    39    6         
     3    95        
    75    95        
    96    54        
    55    63        
    17    89        
    27    71        
    58    81        
    56    6         
    86    90        
    60    58        
    92    62        
    72    31        
    59    72        
    39    38        
    98    95        
    59    49        
    55    46        
    68    16        
    87    5         
    62    46        
     4    88        
    92    69        
    27    9         
     1    23        
    10    68        
    82    9         
    86    11        
    46    20        
    71    10        
    67    58        
    90    34        
    89    3         
    13    58        
    48    65        
    85    70        
    67    18        
    83    80        
    92    44        
    29    39        
    31    16        
    25    11        
    44    76        
    41    50        
    60    91        
    12    37        
    46    31        
    26    31        
     4    68        
     7    16        
    11    13        
    81    28        
    78    31        
    11    100       
    17    83        
    74    51        
    57    90        
    87    71        
    94    73        
    91    99        
    93    7         
    48    80        
    56    3         
     5    49        
    63    73        
    68    39        
    69    25        
    23    65        
    60    2         
    94    70        
    46    25        
    56    84        
    68    52        
    66    94        
    37    31        
    19    74        
    53    14        
    19    14        
    44    96        
    90    89        
    78    72        
    96    78        
    38    59        
    27    77        
    20    83        
    46    65        
    53    2         
    72    30        
     5    1         
    80    42        
    67    31        
     2    56        
     1    84        
    46    45        
    44    88        
    14    82        
    64    96        
    64    1         
    12    28        
    91    30        
    92    29        
    74    76        
     1    39        
    43    36        
    99    18        
    27    81        
    96    57        
    93    1         
    16    89        
    75    5         
    67    72        
    11    41        
    72    34        
    38    65        
    94    57        
    85    73        
    18    34        
    13    16        
    50    21        
    71    70        
    38    75        
     5    15        
     3    58        
    77    67        
    87    66        
    91    92        
    13    24        
    48    65        
    88    59        
    76    76        
    26    64        
     4    47        
    22    30        
    25    70        
     9    4         
    76    1         
    12    38        
    17    11        
    82    22        
    69    98        
    73    93        
    71    10        
    29    77        
    24    78        
     3    40        
    66    25        
    81    47        
    33    5         
    84    13        
    69    62        
    50    15        
    91    89        
    37    14        
    27    61        
    42    73        
    38    11        
    32    60        
    18    92        
     5    67        
    20    45        
    44    89        
    45    66        
    99    59        
    42    97        
    76    89        
    80    83        
    64    60        
    72    40        
    65    97        
    60    82        
    59    23        
    94    10        
    33    1         
    21    49        
    66    97        
    24    12        
    15    84        
    20    89        
    76    8         
    44    2         
    85    46        
     2    48        
    71    15        
    66    23        
    42    93        
    77    13        
    75    10        
    15    7         
     9    36        
    85    20        
    90    64        
    87    90        
    38    88        
    79    51        
    43    48        
     1    86        
    60    55        
    59    18        
    49    42        
    82    56        
    12    100       
    14    43        
    97    49        
    91    29        
    14    26        
    95    82        
    94    32        
    55    13        
    28    66        
    12    97        
    93    49        
    86    29        
    62    89        
    29    66        
    17    24        
    22    21        
    24    10        
    63    68        
    98    15        
     3    67        
    69    100       
    22    99        
    76    9         
    93    84        
    53    62        
    99    2         
    92    32        
    40    36        
    49    60        
    21    25        
    11    36        
    56    37        
    26    74        
    38    4         
    11    38        
    87    21        
    44    8         
     8    50        
    72    94        
    40    78        
    84    29        
    64    94        
    76    3         
    11    55        
    64    68        
    13    83        
    46    53        
    12    94        
    94    85        
    65    30        
    41    15        
    26    10        
    67    96        
    86    9         
    41    30        
    86    21        
    36    12        
    10    63        
    31    15        
     3    52        
    82    9         
    62    61        
   100    3         
     8    6         
     9    46        
    20    21        
    12    47        
    84    77        
    77    65        
     2    52        
    38    85        
   100    53        
    25    22        
    28    23        
     8    93        
    32    70        
    79    44        
     9    20        
    41    26        
    28    75        
